author,video_count,median_engagement_rate,median_views,max_views,median_efficiency,author_verified,confidence,already_large_reach,segment,promising_score
sophiestunes,1,0.12468690702087286,52700.0,52700,2.365975465291705e-06,False,low,False,Rising,0.04987476280834915
julesw5678,1,0.12467741935483871,49600.0,49600,2.5136576482830385e-06,False,low,False,Rising,0.04987096774193549
siena.palicke,1,0.12467174119885822,105100.0,105100,1.1862201826722953e-06,False,low,False,Rising,0.04986869647954329
k1ra_lait,1,0.12437389770723103,56700.0,56700,2.1935431694397008e-06,False,low,False,Rising,0.049749559082892414
dioneboerstal1,1,0.12405331385795143,547700.0,547700,2.264986559392942e-07,False,low,False,Rising,0.04962132554318058
laurafreestyle_,1,0.12366890380313199,44700.0,44700,2.766642143246801e-06,False,low,False,Rising,0.0494675615212528
zundervan,2,0.06176102775767297,126550.0,152600,5.373666481137581e-07,False,medium,False,Other,0.049408822206138375
peachtechie,1,0.12342715231788079,181200.0,181200,6.81165299767554e-07,False,low,False,Rising,0.049370860927152316
dexter2009_,1,0.12335731145329887,889700.0,889700,1.3865045684309192e-07,False,low,False,Rising,0.04934292458131955
fitsara,1,0.12319224885262621,196100.0,196100,6.282113658981448e-07,False,low,False,Rising,0.04927689954105049
lumadiniz_,1,0.12310122038765255,139300.0,139300,8.837129963219852e-07,False,low,False,Rising,0.04924048815506102
thefashionjogger,4,0.04910578258095989,49800.0,113400,1.0058827350900143e-06,False,high,False,Other,0.04910578258095989
noazwan,1,0.12261120925004015,622700.0,622700,1.9690253613303381e-07,False,low,False,Rising,0.049044483700016066
eduard_martirosyan,1,0.1226041209995616,228100.0,228100,5.375016264776922e-07,False,low,False,Rising,0.04904164839982464
allyshavandijk,1,0.12244851258581235,43700.0,43700,2.8020254596295735e-06,False,low,False,Rising,0.04897940503432494
monyaa.20,1,0.12240943070730305,173900.0,173900,7.039070195934621e-07,False,low,False,Rising,0.048963772282921224
roblapham,1,0.1218796992481203,26600.0,26600,4.581943580756402e-06,False,low,False,Rising,0.04875187969924812
pudding.broodje,1,0.12142227122381477,90700.0,90700,1.338724048774143e-06,False,low,False,Rising,0.048568908489525914
c_m_a_j,1,0.1209254498714653,9725.0,9725,1.2434493560047844e-05,False,low,False,Rising,0.04837017994858612
themepark_explorers,2,0.06043323747323532,228700.0,384900,5.841969815808077e-07,False,medium,False,Other,0.04834658997858826
mr.sajidkhan14,1,0.12034538586076632,1853.0,1853,6.494624169496294e-05,False,low,False,Rising,0.04813815434430653
jefiinho_xp,1,0.1202066772655008,62900.0,62900,1.9110759501669443e-06,False,low,False,Rising,0.048082670906200324
pro..jaany,1,0.12007194244604316,41700.0,41700,2.879423080240843e-06,False,low,False,Rising,0.048028776978417266
_anniecampos,1,0.1199108734402852,56100.0,56100,2.1374487244257613e-06,False,low,False,Rising,0.04796434937611408
stanwilgenhof,1,0.11940298507462686,40200.0,40200,2.970223509319076e-06,False,low,False,Rising,0.04776119402985075
fc_da_loud_5_0,1,0.11925925925925926,45900.0,45900,2.598240942467522e-06,False,low,False,Rising,0.047703703703703706
sepantax,1,0.11920382165605095,94200.0,94200,1.265433350913492e-06,False,low,False,Rising,0.04768152866242038
rumeshsashimal,1,0.11873287671232877,29200.0,29200,4.066194407956464e-06,False,low,False,Rising,0.04749315068493151
cleisinho029,1,0.1694071762870515,128200.0,128200,1.3214288321922893e-06,True,low,False,Proven,0.04743400936037442
logyfoote,1,0.11797653958944282,68200.0,68200,1.7298612843026806e-06,False,low,False,Rising,0.04719061583577713
beltran1612,1,0.11782828282828282,79200.0,79200,1.4877308437914497e-06,False,low,False,Rising,0.047131313131313135
abicado,1,0.11774358974358974,78000.0,78000,1.509533201840894e-06,False,low,False,Rising,0.047097435897435896
bodybyberg,2,0.05871641064634856,178000.0,269900,4.3236825744382846e-07,False,medium,False,Other,0.046973128517078855
zereslim,1,0.11699004975124377,40200.0,40200,2.910200242568253e-06,False,low,False,Rising,0.04679601990049751
kaiogray,1,0.11694421052631579,1900000.0,1900000,6.154958448753462e-08,False,low,False,Rising,0.04677768421052632
itismecat,1,0.11639925373134329,53600.0,53600,2.171627868122076e-06,False,low,False,Rising,0.04655970149253732
formula1.fan,1,0.11639429312581064,154200.0,154200,7.548268036693297e-07,False,low,False,Rising,0.04655771725032426
kapinhaoficial,1,0.11590778097982708,34700.0,34700,3.340281872617495e-06,False,low,False,Rising,0.04636311239193083
haagschekeuken,3,0.04634209253586974,64200.0,620300,1.1248285322359397e-06,False,high,False,Other,0.04634209253586974
abs.adamski,1,0.11548622366288493,123400.0,123400,9.358689113685975e-07,False,low,False,Rising,0.046194489465153976
henrydag10,1,0.11535714285714285,67200.0,67200,1.716624149659864e-06,False,low,False,Rising,0.046142857142857145
ericmartin012,1,0.11535508637236085,52100.0,52100,2.2141091434234325e-06,False,low,False,Rising,0.04614203454894434
hotspotdoctor,1,0.11507853403141362,76400.0,76400,1.5062635344425865e-06,False,low,False,Rising,0.04603141361256545
limonka_pechenka,1,0.11474140600805204,6458.0,6458,1.7767328276254573e-05,False,low,False,Rising,0.04589656240322082
fleurbruel,1,0.11463022508038585,31100.0,31100,3.6858593273435965e-06,False,low,False,Rising,0.04585209003215435
yohankawidu6257,1,0.11439024390243903,12300.0,12300,9.300019829466588e-06,False,low,False,Rising,0.045756097560975616
queseyosoyrara,1,0.11412111679119151,254300.0,254300,4.4876569717338386e-07,False,low,False,Rising,0.04564844671647661
formule_1_facts,1,0.1138965597940557,427300.0,427300,2.665494027476146e-07,False,low,False,Rising,0.04555862391762228
dblegendssummoner,1,0.11382743362831858,45200.0,45200,2.5183060537238624e-06,False,low,False,Rising,0.045530973451327436
f1focused,1,0.11380281690140845,78100.0,78100,1.4571423418874321e-06,False,low,False,Rising,0.045521126760563385
jasonverspaget,1,0.11377637130801688,47400.0,47400,2.4003453862450816e-06,False,low,False,Rising,0.045510548523206754
blondecol,1,0.11356435643564357,10100.0,10100,1.1243995686697383e-05,False,low,False,Rising,0.04542574257425743
luuhmaia3192,1,0.11332599118942731,45400.0,45400,2.4961672068155794e-06,False,low,False,Rising,0.045330396475770925
noeldeyzel_bodybuilder,2,0.08082289944670007,243950.0,332900,3.979978999805223e-07,True,medium,False,Other,0.04526082369015204
eskimonapalocke,1,0.11300900900900901,55500.0,55500,2.036198360522685e-06,False,low,False,Rising,0.045203603603603607
fabricioo,1,0.11297251442144554,294700.0,294700,3.8334752094145076e-07,False,low,False,Rising,0.04518900576857822
______nisal_____,1,0.11293172690763052,24900.0,24900,4.535410719181949e-06,False,low,False,Rising,0.04517269076305221
hallometkristina,1,0.11278937381404175,52700.0,52700,2.1402158218983254e-06,False,low,False,Rising,0.0451157495256167
juffie_iris,1,0.11218503361590178,684200.0,684200,1.6396526398114847e-07,False,low,False,Rising,0.04487401344636072
natasja.dragic,1,0.111796875,38400.0,38400,2.911376953125e-06,False,low,False,Rising,0.04471875
str8savage__,1,0.11138036809815952,65200.0,65200,1.7082878542662502e-06,False,low,False,Rising,0.04455214723926381
biismarcksantos,1,0.11133333333333334,37500.0,37500,2.968888888888889e-06,False,low,False,Rising,0.04453333333333334
klaasschmedding,1,0.11079390115667719,190200.0,190200,5.825126243779032e-07,False,low,False,Rising,0.04431756046267088
sameerkhandj11,1,0.11075949367088607,1896.0,1896,5.841745446776691e-05,False,low,False,Rising,0.04430379746835443
theundertakerlegend,1,0.110715667311412,51700.0,51700,2.141502269079536e-06,False,low,False,Rising,0.044286266924564804
jerhemynemo,1,0.11009852216748768,60900.0,60900,1.8078575068552986e-06,False,low,False,Rising,0.044039408866995075
braydencarelius,2,0.05504427067171435,31550.0,36900,1.6040810519302999e-06,False,medium,False,Other,0.04403541653737148
shehan951,1,0.10979848207275582,382100.0,382100,2.87355357426736e-07,False,low,False,Rising,0.04391939282910233
thecubancrusher,1,0.10896890343698855,61100.0,61100,1.78345177474613e-06,False,low,False,Rising,0.04358756137479542
helloooo.world.1,1,0.10834745762711864,47200.0,47200,2.295496983625395e-06,False,low,False,Rising,0.04333898305084746
lopez_and_dameliofann,1,0.10812765957446809,47000.0,47000,2.3005885015844275e-06,False,low,False,Rising,0.04325106382978724
war._.horse,1,0.10806861499364676,78700.0,78700,1.3731717280005942e-06,False,low,False,Rising,0.0432274459974587
thiccmrkrabsxxx,1,0.1076979405034325,218500.0,218500,4.928967528761213e-07,False,low,False,Rising,0.043079176201373
knight_of_erin,1,0.10764598540145985,54800.0,54800,1.9643427992967126e-06,False,low,False,Rising,0.04305839416058394
thedustinphillips,1,0.21462857142857142,3500000.0,3500000,6.132244897959184e-08,False,low,True,Proven,0.04292571428571429
alessandraveloso95,1,0.10707456978967496,52300.0,52300,2.0473149099364238e-06,False,low,False,Rising,0.042829827915869985
fennahillz,1,0.10696781883194278,419500.0,419500,2.5498884107733677e-07,False,low,False,Rising,0.042787127532777115
jessemiltenburg1,1,0.10693602693602694,59400.0,59400,1.8002698137378273e-06,False,low,False,Rising,0.04277441077441078
dilansampath0,1,0.10664503569110967,154100.0,154100,6.920508480928596e-07,False,low,False,Rising,0.04265801427644387
hahahahahahahamaddie,1,0.10657388214391472,675400.0,675400,1.5779372541296228e-07,False,low,False,Rising,0.042629552857565894
7deadlysinsweeb,1,0.10638268156424581,71600.0,71600,1.4857916419587404e-06,False,low,False,Rising,0.042553072625698324
ziggosport,2,0.07562534030644628,144700.0,251500,1.2526396748464938e-06,True,medium,False,Other,0.04235019057160992
joran.bawz,1,0.10522961203483769,252600.0,252600,4.1658595421550947e-07,False,low,False,Rising,0.042091844813935075
jailsonjuniorrc,1,0.10517751479289941,33800.0,33800,3.1117607926893316e-06,False,low,False,Rising,0.042071005917159766
jasithalakshan,1,0.10513888888888889,21600.0,21600,4.8675411522633745e-06,False,low,False,Rising,0.04205555555555556
planeta_luizbacci,1,0.10507142857142857,42000.0,42000,2.5017006802721085e-06,False,low,False,Rising,0.04202857142857143
hamzasamearfoqaha,1,0.10494318181818182,52800.0,52800,1.987560261707989e-06,False,low,False,Rising,0.04197727272727273
artistmiranda,1,0.10489559164733178,129300.0,129300,8.112574760041127e-07,False,low,False,Rising,0.04195823665893272
tiagovargasrj,1,0.10472972972972973,88800.0,88800,1.1793888483077672e-06,False,low,False,Rising,0.041891891891891894
nomankhan8671,1,0.1047136563876652,22700.0,22700,4.61293640474296e-06,False,low,False,Rising,0.04188546255506608
mattvena,1,0.10469866666666666,1500000.0,1500000,6.97991111111111e-08,False,low,False,Rising,0.04187946666666667
the_lift_doctor_,1,0.10462305986696231,90200.0,90200,1.1599008854430413e-06,False,low,False,Rising,0.041849223946784926
sachingeethika,1,0.10439169139465876,33700.0,33700,3.0976763025121295e-06,False,low,False,Rising,0.041756676557863505
demiidejong,1,0.10411392405063291,63200.0,63200,1.647372215991027e-06,False,low,False,Rising,0.04164556962025317
anujaranasinghe,1,0.10344262295081967,12200.0,12200,8.47890352055899e-06,False,low,False,Rising,0.04137704918032787
paulmtz1,1,0.10296033994334278,70600.0,70600,1.4583617555714274e-06,False,low,False,Rising,0.04118413597733711
joenicholls118,1,0.10288519637462236,66200.0,66200,1.5541570449338726e-06,False,low,False,Rising,0.04115407854984895
tessa.mulderr,1,0.10245977011494253,261000.0,261000,3.9256616902276835e-07,False,low,False,Rising,0.04098390804597701
jordielocks_,1,0.10237557721908672,194900.0,194900,5.252723305237902e-07,False,low,False,Rising,0.04095023088763469
zachlagana,1,0.10204460966542751,53800.0,53800,1.8967399566064594e-06,False,low,False,Rising,0.04081784386617101
lorenschoonen,1,0.10178632772243215,291100.0,291100,3.4966103649066355e-07,False,low,False,Rising,0.04071453108897286
blakizim.3xp,1,0.10172161172161172,109200.0,109200,9.315165908572502e-07,False,low,False,Rising,0.04068864468864469
jipcraque,1,0.10136017078377554,327900.0,327900,3.091191545708312e-07,False,low,False,Rising,0.04054406831351022
powerunlimitednl,1,0.10129577464788732,35500.0,35500,2.853402102757389e-06,False,low,False,Rising,0.04051830985915493
kalvijn,1,0.144150591163659,321400.0,321400,4.4850837325345053e-07,True,low,False,Proven,0.04036216552582452
jonzzy,1,0.10085987261146497,62800.0,62800,1.6060489269341556e-06,False,low,False,Rising,0.04034394904458599
timmetje19,1,0.10041071428571428,224000.0,224000,4.482621173469388e-07,False,low,False,Rising,0.040164285714285715
ilikecashews,1,0.1001722104269875,423900.0,423900,2.3631094698510852e-07,False,low,False,Rising,0.040068884170795
daniellemcbryde3,1,0.10001526717557252,65500.0,65500,1.5269506439018704e-06,False,low,False,Rising,0.04000610687022901
joanna.rabon,1,0.0996983758700696,86200.0,86200,1.1565936875878145e-06,False,low,False,Rising,0.039879350348027844
kristinfarina,1,0.14241045845272207,558400.0,558400,2.550330559683418e-07,True,low,False,Proven,0.03987492836676218
vidadejosemarcos,1,0.09935363636363637,1100000.0,1100000,9.032148760330579e-08,False,low,False,Rising,0.03974145454545455
itspaulmorris,1,0.09888613861386139,80800.0,80800,1.2238383491814528e-06,False,low,False,Rising,0.03955445544554456
matteo.paolini.88,1,0.09861088379705402,488800.0,488800,2.017407606322709e-07,False,low,False,Rising,0.03944435351882161
erin.autio,1,0.09835593220338983,59000.0,59000,1.6670496983625394e-06,False,low,False,Rising,0.03934237288135593
antonielokhorst,1,0.14048427672955974,159000.0,159000,8.835489102488034e-07,True,low,False,Proven,0.03933559748427673
fahedsakr,1,0.0982115518441197,143700.0,143700,6.834485166605407e-07,False,low,False,Rising,0.03928462073764788
sulekolik,1,0.09775740304794944,8071.0,8071,1.2112179785398271e-05,False,low,False,Rising,0.03910296121917978
dewwa99,1,0.09773946360153257,26100.0,26100,3.7448070345414777e-06,False,low,False,Rising,0.03909578544061303
justintea,1,0.09575117370892018,511200.0,511200,1.873066778343509e-07,False,low,False,Rising,0.03830046948356808
bibisientje,1,0.09572343149807938,78100.0,78100,1.2256521318576106e-06,False,low,False,Rising,0.03828937259923176
shanigirl26,1,0.09545673076923077,41600.0,41600,2.294632951183432e-06,False,low,False,Rising,0.038182692307692306
blake_ouellette,3,0.03809946714031972,52100.0,56300,6.767223293129612e-07,False,high,False,Other,0.03809946714031972
kallyeskally,1,0.0949843912591051,96100.0,96100,9.883911681488564e-07,False,low,False,Rising,0.03799375650364204
janithc.ranawaara,1,0.09477064220183486,10900.0,10900,8.694554330443566e-06,False,low,False,Rising,0.037908256880733945
nikkililly,1,0.13494864907568335,632900.0,632900,2.1322270354824357e-07,True,low,False,Proven,0.03778562174119134
_pradeep_max_,1,0.09429292929292929,19800.0,19800,4.76226915620855e-06,False,low,False,Rising,0.03771717171717172
makeeva69_,1,0.09398467432950192,104400.0,104400,9.002363441523172e-07,False,low,False,Rising,0.03759386973180077
lies_zhara.prive,1,0.09391803278688525,122000.0,122000,7.698199408761086e-07,False,low,False,Rising,0.037567213114754104
cryssieisland,1,0.09381801962533452,112100.0,112100,8.369136451858565e-07,False,low,False,Rising,0.03752720785013381
mfaabdallah,1,0.09372727272727273,44000.0,44000,2.1301652892561984e-06,False,low,False,Rising,0.037490909090909096
s.tefan3,1,0.0936,102500.0,102500,9.131707317073171e-07,False,low,False,Rising,0.03744
dyon.b,1,0.09246823956442832,55100.0,55100,1.6781894657790982e-06,False,low,False,Rising,0.03698729582577133
cagritaner,1,0.13173557770877595,611900.0,611900,2.1528938994733771e-07,True,low,False,Proven,0.036885961758457264
helaxy02,1,0.09172487745098039,326400.0,326400,2.810198451316801e-07,False,low,False,Rising,0.036689950980392155
shaanmadush,1,0.09170886075949367,47400.0,47400,1.93478609197244e-06,False,low,False,Rising,0.036683544303797465
risingstar93,1,0.09167842031029619,1418.0,1418,6.465332885070253e-05,False,low,False,Rising,0.036671368124118475
gpblog.com,1,0.09161228406909788,52100.0,52100,1.7583931683128192e-06,False,low,False,Rising,0.03664491362763916
smilelando,1,0.0915018508725542,189100.0,189100,4.838807555396838e-07,False,low,False,Rising,0.036600740349021686
cjrfit,1,0.09137254901960784,76500.0,76500,1.1944124054850699e-06,False,low,False,Rising,0.03654901960784314
angiear78,1,0.09114420062695924,63800.0,63800,1.4285924863159755e-06,False,low,False,Rising,0.0364576802507837
relaxify,3,0.07271686274509805,5100000.0,6600000,1.4258208381391774e-08,False,high,True,Other,0.03635843137254902
masoudtiktok,1,0.0905109489051095,13700.0,13700,6.6066386062123715e-06,False,low,False,Rising,0.0362043795620438
pardereis,1,0.09034120734908137,38100.0,38100,2.3711602978761515e-06,False,low,False,Rising,0.03613648293963255
daniquehosmar,1,0.09033596837944664,50600.0,50600,1.7852958177756254e-06,False,low,False,Rising,0.03613438735177866
laurenmetzz,1,0.09030645161290322,62000.0,62000,1.4565556711758584e-06,False,low,False,Rising,0.036122580645161294
alessandrocatende0,1,0.09027798647633359,133100.0,133100,6.78271874352619e-07,False,low,False,Rising,0.036111194590533434
trantypebeat,1,0.09027707808564232,39700.0,39700,2.2739818157592523e-06,False,low,False,Rising,0.03611083123425693
jadandgiodepedo,1,0.08985555555555555,360000.0,360000,2.4959876543209875e-07,False,low,False,Rising,0.03594222222222222
memes_by_pawan,1,0.08972580817241012,9373.0,9373,9.57279506800492e-06,False,low,False,Rising,0.03589032326896405
mollsballscarl,1,0.08946107784431137,83500.0,83500,1.0713901538240883e-06,False,low,False,Rising,0.03578443113772455
jorgechaconh,1,0.08944178628389154,62700.0,62700,1.4265037684831187e-06,False,low,False,Rising,0.03577671451355662
diontvg,1,0.08941492537313434,167500.0,167500,5.338204499888617e-07,False,low,False,Rising,0.035765970149253735
anabeamaral,1,0.08936141304347826,73600.0,73600,1.214149633742911e-06,False,low,False,Rising,0.035744565217391305
sam.spiess,1,0.0893491124260355,16900.0,16900,5.286929729351214e-06,False,low,False,Rising,0.0357396449704142
schijtaandeoverheid_,1,0.08907871424955707,395100.0,395100,2.2545865413707182e-07,False,low,False,Rising,0.03563148569982283
ivarvanleijsen,1,0.0889604743083004,253000.0,253000,3.51622428096049e-07,False,low,False,Rising,0.03558418972332016
pasiya77,1,0.08848035581912528,134900.0,134900,6.558958919134565e-07,False,low,False,Rising,0.03539214232765011
condsty,2,0.0883936507168301,34724450.0,68700000,6.87863268702503e-08,False,medium,True,Proven,0.03535746028673204
sharonsala,1,0.08827546026567233,429100.0,429100,2.0572234972191174e-07,False,low,False,Rising,0.03531018410626893
johnclajara,1,0.08813926610806125,346100.0,346100,2.5466416095943727e-07,False,low,False,Rising,0.035255706443224503
vivi.aravena,1,0.0881267217630854,36300.0,36300,2.4277333819031793e-06,False,low,False,Rising,0.035250688705234165
nl_daniel,1,0.0875437636761488,182800.0,182800,4.789046152962188e-07,False,low,False,Rising,0.03501750547045952
torres.alejandro,1,0.08742776203966006,176500.0,176500,4.953414279867425e-07,False,low,False,Rising,0.034971104815864025
jhullyduarte,1,0.08736811926605505,174400.0,174400,5.009639866172881e-07,False,low,False,Rising,0.03494724770642202
dharas_2020,1,0.08730232558139535,21500.0,21500,4.060573282855597e-06,False,low,False,Rising,0.03492093023255814
kirstenvo,1,0.08709567198177677,263400.0,263400,3.306593469315747e-07,False,low,False,Rising,0.03483826879271071
softballkendall5,1,0.08683679525222551,337000.0,337000,2.576759503033398e-07,False,low,False,Rising,0.034734718100890204
rooshazeveld,1,0.08614336917562725,139500.0,139500,6.175151912231344e-07,False,low,False,Other,0.0344573476702509
kolbstrong,1,0.08601637107776262,73300.0,73300,1.1734839164769799e-06,False,low,False,Other,0.03440654843110505
alexklein_,1,0.12272745571658615,496800.0,496800,2.4703594145850673e-07,True,low,False,Proven,0.03436368760064412
lindeverbakel,1,0.08590209790209791,143000.0,143000,6.00713971343342e-07,False,low,False,Other,0.034360839160839166
ninakleij,1,0.08544642857142858,44800.0,44800,1.9072863520408164e-06,False,low,False,Other,0.03417857142857143
lanimanila,1,0.08510869565217391,46000.0,46000,1.850189035916824e-06,False,low,False,Other,0.034043478260869564
thekiryalife,2,0.12134210760084951,12797950.0,24800000,1.2257453785026203e-07,True,medium,True,Proven,0.033975790128237864
2zero1eight,1,0.08487676056338028,56800.0,56800,1.4943091648482444e-06,False,low,False,Other,0.03395070422535212
reneeelward,1,0.08481848184818482,30300.0,30300,2.7992898299730963e-06,False,low,False,Other,0.03392739273927393
_nisandu_kgnk_,1,0.08465863453815262,74700.0,74700,1.133315054058268e-06,False,low,False,Other,0.03386345381526105
bramovic0183,1,0.08460533787620671,352200.0,352200,2.4021958511131945e-07,False,low,False,Other,0.033842135150482684
steviestunner,1,0.08457277669504565,974900.0,974900,8.675020688793277e-08,False,low,False,Other,0.03382911067801826
amberdgruijter,1,0.08429447852760737,32600.0,32600,2.5857202002333547e-06,False,low,False,Other,0.03371779141104295
redbull_clips,1,0.08356528245417134,267300.0,267300,3.126273193197581e-07,False,low,False,Other,0.03342611298166854
emma.squires10,1,0.08340344168260039,52300.0,52300,1.594712078061193e-06,False,low,False,Other,0.033361376673040156
ridderroeland,1,0.08283765347885402,659700.0,659700,1.2556867284955894e-07,False,low,False,Other,0.03313506139154161
samantha_louise_x,1,0.08264808362369339,28700.0,28700,2.8797241680729403e-06,False,low,False,Other,0.03305923344947736
lisakocken_,1,0.08232097511427121,196900.0,196900,4.1808519611107773e-07,False,low,False,Other,0.03292839004570849
shashika28,1,0.08192434210526316,60800.0,60800,1.3474398372576177e-06,False,low,False,Other,0.03276973684210526
rijstt,1,0.08171809384699653,547700.0,547700,1.4920228929522828e-07,False,low,False,Other,0.03268723753879862
nl.finn,1,0.08135764944275582,98700.0,98700,8.242922942528453e-07,False,low,False,Other,0.03254305977710233
stephgowie,1,0.0811958041958042,143000.0,143000,5.678028265440853e-07,False,low,False,Other,0.03247832167832168
brandontoet,1,0.08108179419525066,75800.0,75800,1.069680662206473e-06,False,low,False,Other,0.03243271767810026
brittelisabethh,1,0.0809090909090909,59400.0,59400,1.3621059075604529e-06,False,low,False,Other,0.032363636363636365
trev1315_transitions,1,0.08090692124105012,41900.0,41900,1.930952774249406e-06,False,low,False,Other,0.03236276849642005
spacedais,1,0.08085463258785942,125200.0,125200,6.458037746634139e-07,False,low,False,Other,0.032341853035143774
rapperedits1244,1,0.1614575925925926,5400000.0,5400000,2.989955418381344e-08,False,low,True,Proven,0.03229151851851852
xiaoxue521,1,0.08067994310099573,351500.0,351500,2.295304213399594e-07,False,low,False,Other,0.03227197724039829
omitholitha,1,0.08067729083665338,25100.0,25100,3.214234694687386e-06,False,low,False,Other,0.03227091633466136
ootdmagazine,1,0.11509,1000000.0,1000000,1.1509e-07,True,low,False,Proven,0.0322252
schmilt,1,0.08055,1300000.0,1300000,6.196153846153846e-08,False,low,False,Breakout,0.03222
sheetgeek,1,0.08045633359559402,254200.0,254200,3.165079999826673e-07,False,low,False,Other,0.03218253343823761
dulcesgemelas,1,0.08041280148423005,215600.0,215600,3.729721775706403e-07,False,low,False,Other,0.032165120593692025
zjessyy,1,0.08015452538631347,181200.0,181200,4.423538928604496e-07,False,low,False,Other,0.03206181015452539
syz..gohan,1,0.0797601598934044,150100.0,150100,5.313801458587902e-07,False,low,False,Other,0.03190406395736176
tanyahartleyy,1,0.07934285714285715,35000.0,35000,2.2669387755102044e-06,False,low,False,Other,0.03173714285714286
jose.osa,1,0.07932203389830508,23600.0,23600,3.361103131284114e-06,False,low,False,Other,0.031728813559322035
kaledoos,1,0.07930188679245283,53000.0,53000,1.4962620149519401e-06,False,low,False,Other,0.03172075471698113
mazenalka,1,0.07901858304297328,172200.0,172200,4.5887678886744066e-07,False,low,False,Other,0.03160743321718931
watkiekjenou,1,0.07888,212500.0,212500,3.7120000000000004e-07,False,low,False,Other,0.031552000000000004
___h_a_r_s_h_a___,1,0.07885057471264367,43500.0,43500,1.8126568899458315e-06,False,low,False,Other,0.03154022988505747
its.nodin,1,0.07869947275922672,113800.0,113800,6.915595145801996e-07,False,low,False,Other,0.03147978910369069
samyahafsaoui,1,0.07867167919799499,39900.0,39900,1.971721283157769e-06,False,low,False,Other,0.031468671679198
mlluiza2,1,0.07859422958870473,162900.0,162900,4.824691810233562e-07,False,low,False,Other,0.03143769183548189
io.dreamer_mk,1,0.07853425845620121,115300.0,115300,6.811297350928119e-07,False,low,False,Other,0.031413703382480486
lillete,1,0.07826714285714285,1400000.0,1400000,5.5905102040816323e-08,False,low,False,Breakout,0.03130685714285714
nilanthanrock,1,0.07818181818181819,18700.0,18700,4.180845892075839e-06,False,low,False,Other,0.03127272727272728
_s_h_a_m_o_o_,1,0.07748387096774194,170500.0,170500,4.544508561157885e-07,False,low,False,Other,0.030993548387096777
tala.exe,1,0.07746987951807228,24900.0,24900,3.1112401412880435e-06,False,low,False,Other,0.030987951807228915
giorgiagaray,1,0.077440625,1600000.0,1600000,4.8400390625e-08,False,low,False,Breakout,0.03097625
mibouma,1,0.07733248730964468,394000.0,394000,1.9627534850163623e-07,False,low,False,Other,0.03093299492385787
strongdoratheexplorer,1,0.07715901060070672,141500.0,141500,5.452933611357366e-07,False,low,False,Other,0.03086360424028269
thebloopers4you,1,0.07714025500910747,109800.0,109800,7.025524135619989e-07,False,low,False,Other,0.03085610200364299
xaruka04,1,0.07706611570247934,24200.0,24200,3.1845502356396424e-06,False,low,False,Other,0.030826446280991737
bhousetiktokers,1,0.0769392033542977,47700.0,47700,1.6129812023961781e-06,False,low,False,Other,0.030775681341719083
miafitness,1,0.07672862453531598,26900.0,26900,2.852365224361189e-06,False,low,False,Other,0.030691449814126394
jebijude59,1,0.0765880217785844,55100.0,55100,1.3899822464352885e-06,False,low,False,Other,0.03063520871143376
valerielambb,1,0.0763809351214208,551800.0,551800,1.3842141196343023e-07,False,low,False,Other,0.030552374048568323
nazartanhajan05,1,0.07634146341463414,4100.0,4100,1.8619869125520525e-05,False,low,False,Other,0.030536585365853658
lidiaconrado,1,0.07625994694960213,37700.0,37700,2.022810263915176e-06,False,low,False,Other,0.030503978779840853
parmesan_1717,1,0.07622387053270398,148300.0,148300,5.139842921962507e-07,False,low,False,Other,0.030489548213081592
gulianus,1,0.07557901085645356,165800.0,165800,4.5584445631154137e-07,False,low,False,Other,0.030231604342581427
mrkanapita,1,0.0753161858746625,7037.0,7037,1.0702882744729644e-05,False,low,False,Other,0.030126474349865002
abdeentube,1,0.07512768130745659,97900.0,97900,7.67392046041436e-07,False,low,False,Other,0.030051072522982638
rick.veen,1,0.07502958579881656,169000.0,169000,4.4396204614684356e-07,False,low,False,Other,0.03001183431952663
xrooom_,1,0.0749151103565365,117800.0,117800,6.359517008194949e-07,False,low,False,Other,0.0299660441426146
mr_shoaib_66,1,0.0748963883955003,3378.0,3378,2.2171814208259413e-05,False,low,False,Other,0.02995855535820012
rorymckenna93,1,0.07486560992419021,145100.0,145100,5.159587176029649e-07,False,low,False,Other,0.029946243969676087
joelbeukersofficial,1,0.07482716049382716,81000.0,81000,9.237921048620638e-07,False,low,False,Other,0.029930864197530868
selenabosscha,1,0.07414634146341463,36900.0,36900,2.0093859475180116e-06,False,low,False,Other,0.029658536585365852
abdul_khaliq2k20,1,0.07377521613832853,69400.0,69400,1.063043460206463e-06,False,low,False,Other,0.029510086455331416
meesterjesper,1,0.07361182519280206,155600.0,155600,4.730837094653089e-07,False,low,False,Other,0.029444730077120826
kars,1,0.10507656612529002,215500.0,215500,4.875942743632947e-07,True,low,False,Proven,0.029421438515081208
roxannekwant,1,0.0735002635740643,189700.0,189700,3.8745526396449294e-07,False,low,False,Other,0.029400105429625723
elkakosmoss,1,0.07346666666666667,45000.0,45000,1.6325925925925926e-06,False,low,False,Other,0.02938666666666667
ruthreign,1,0.07339470655926351,86900.0,86900,8.445881077015364e-07,False,low,False,Other,0.02935788262370541
molchanovamua,1,0.0731869688385269,70600.0,70600,1.0366426181094464e-06,False,low,False,Other,0.029274787535410764
pinkxchampagne00,1,0.07257583333333334,1200000.0,1200000,6.047986111111112e-08,False,low,False,Breakout,0.02903033333333334
